frame_index,timestep,tic1,tic2
153,7650,-2.312832019757253,-1.9193868645607226
154,7700,-2.2613548907516847,-1.858891811071407
155,7750,-2.2284036880920426,-1.8485218054691968
156,7800,-2.2312795549856848,-1.891845216534279
157,7850,-2.267313656578634,-1.8838190905409833
158,7900,-2.2677236299987538,-1.7781899851897882
159,7950,-2.249718548266891,-1.780299042401943
160,8000,-2.2987438412435415,-1.849055273870994
161,8050,-2.2647871369467905,-1.8096494139222292
162,8100,-2.2997359529361288,-1.7391860411628672
163,8150,-2.3083511756763664,-1.7048609051649524
164,8200,-2.2949376960466887,-1.6279995843701942
165,8250,-2.2173610225558473,-1.6116792128283282
166,8300,-2.206485854915537,-1.5793390606270405
167,8350,-2.2392452108549996,-1.5825406196992733
168,8400,-2.219449245404852,-1.5912957517025335
169,8450,-2.189649459772382,-1.6694917979275192
170,8500,-2.148770311260913,-1.6471031861496976
171,8550,-2.135009922146867,-1.6650291737556406
172,8600,-2.1919726928655394,-1.6795905295950335
173,8650,-2.185936697413821,-1.668217812201467
174,8700,-2.2430303596685053,-1.684721262406519
175,8750,-2.3002280136161155,-1.7549762485590894
176,8800,-2.2873031507101724,-1.7919000912823018
177,8850,-2.252759042115768,-1.7920490844494323
178,8900,-2.227775856861712,-1.78849793121624
179,8950,-2.2306044617258385,-1.8366799555297084
180,9000,-2.1551267528522815,-1.800255413514531
181,9050,-2.22412458363593,-1.7427923301483548
182,9100,-2.216512976933419,-1.7958471850158635
183,9150,-2.2360024358767454,-1.7756490779621037
184,9200,-2.1972670749599312,-1.8212041710482594
185,9250,-2.190892416583894,-1.7546798367971363
186,9300,-2.194749393775723,-1.8290286851514426
187,9350,-2.2029208143524803,-1.8353935085307875
188,9400,-2.152272645104678,-1.8003437296695177
189,9450,-2.1540129667395704,-1.757819216723221
190,9500,-2.1566052084584015,-1.7466313649242502
191,9550,-2.1737290296120375,-1.8309420349821162
192,9600,-2.1632687518566334,-1.7672270379137338
193,9650,-2.1833773063610455,-1.666875778775863
194,9700,-2.1682818561401493,-1.7280064765520478
195,9750,-2.2291215853505904,-1.7093027350517358
196,9800,-2.205105983549191,-1.7070350483473153
197,9850,-2.2387537662587738,-1.7598780413242268
198,9900,-2.234255113188261,-1.662116496214827
199,9950,-2.149340855563308,-1.6772888565255901
200,10000,-2.194870974382941,-1.6258831220281071
201,10050,-2.1844024611817985,-1.7028451524307708
202,10100,-2.107597364033096,-1.7506357531537946
203,10150,-2.157278454288377,-1.7254372253025423
204,10200,-2.185257377604898,-1.7911139357859072
205,10250,-2.1789138804998873,-1.8202603546277452
206,10300,-2.2323275787827246,-1.6883765170781282
207,10350,-2.2211171609954365,-1.4771608463369028
208,10400,-2.244552196748885,-1.497013894515193
209,10450,-2.2658653202142096,-1.5876935767397913
210,10500,-2.263244435001213,-1.556420583689074
211,10550,-2.2134736033745535,-1.5065064495610334
212,10600,-2.1704801537614244,-1.4984960978374453
213,10650,-2.2123407241265425,-1.4555368026218172
214,10700,-2.2303122523185994,-1.4488735236466295
215,10750,-2.210893621081585,-1.4998242966104227
216,10800,-2.241573375313732,-1.457957341456253
217,10850,-2.3311348871751902,-1.5844305520940896
218,10900,-2.342369630209992,-1.6222162195498917
219,10950,-2.262025755709882,-1.4962983750263306
220,11000,-2.2551219570596595,-1.5696161594379032
221,11050,-2.2401334583032786,-1.5803776323828311
222,11100,-2.224749267793706,-1.456331485433689
223,11150,-2.1578646749775143,-1.4318248568937972
224,11200,-2.1459196533204206,-1.3225696456736198
225,11250,-2.171920884432359,-1.4497832701948081
226,11300,-2.1830952958992924,-1.5056614281682394
227,11350,-2.215642600921225,-1.5303456416188073
228,11400,-2.195675011703899,-1.4641435186466205
229,11450,-2.2247098863894834,-1.5064610745855231
230,11500,-2.1680802843441143,-1.6535754142390122
231,11550,-2.157986306621287,-1.6700389280555141
232,11600,-2.186022661486703,-1.7469520306281279
233,11650,-2.167283145620376,-1.7684907833102077
234,11700,-2.1179608685884714,-1.8432244897910455
235,11750,-2.178872338103207,-1.842658595484435
236,11800,-2.152402715811254,-1.8705441808157364
237,11850,-2.099325463885177,-1.81028381743746
238,11900,-2.087919662020599,-1.736031815700776
239,11950,-2.122664083938556,-1.5990420599834365
240,12000,-2.136798392299502,-1.5259910062072255
241,12050,-2.063565697004814,-1.5845723670250131
242,12100,-2.0539023503125207,-1.5052411532045453
243,12150,-2.057266348261607,-1.4607449375224497
244,12200,-2.0030037014826925,-1.4212929634304046
245,12250,-2.022095378411443,-1.4181162063843131
246,12300,-2.046126389364743,-1.3917942525807283
247,12350,-2.105740264535161,-1.4222811595252873
248,12400,-2.056407280895469,-1.2311791332921276
249,12450,-2.091008805361402,-1.1441564602473626
250,12500,-2.0720650478531013,-1.285992597032464
251,12550,-2.130757555708958,-1.2922251631504025
252,12600,-2.060274748631024,-1.3568551328963825
253,12650,-2.016944307249253,-1.2238869557137382
254,12700,-2.0484496456787347,-1.3282420891207238
255,12750,-2.0093165152684587,-1.202111999339015
256,12800,-1.9963734713744978,-1.3118149813911406
257,12850,-2.0028551062436177,-1.3447900359798801
258,12900,-2.014145674500823,-1.2044254515221169
259,12950,-2.0341583665470067,-1.2413865904534993
260,13000,-2.087554725986788,-1.3674006318587393
261,13050,-2.1413989898072128,-1.3130390892654182
262,13100,-2.1851735101560763,-1.4863082332074937
263,13150,-2.1544967918644646,-1.6164047613035888
264,13200,-2.1667010472357653,-1.567924120440003
265,13250,-2.1329494345841273,-1.5007233180535071
266,13300,-2.163024776322025,-1.4919404954563282
267,13350,-2.112320670326741,-1.5142553081881942
268,13400,-2.097383912532944,-1.643647101681763
269,13450,-2.1000614752847375,-1.525539516947507
270,13500,-2.095574712803228,-1.556861293729961
271,13550,-2.0814358006712923,-1.5511535492891073
272,13600,-2.090105561136601,-1.4906173538989813
273,13650,-2.1164235098766433,-1.4648818416954132
274,13700,-2.1307749798792335,-1.372170922643174
275,13750,-2.1210412322562044,-1.261874986690089
276,13800,-2.13718235572501,-1.3347650687239898
277,13850,-2.0957383153251707,-1.2258648171174977
278,13900,-2.0362208785544427,-1.2881482263334425
279,13950,-2.040515375538585,-1.3238518417900265
280,14000,-2.075182062894971,-1.1786418166953432
281,14050,-2.0718735613358814,-1.227355442346169
282,14100,-2.0896750139886664,-1.2474137091754252
283,14150,-2.1299705513176224,-1.2556539794877801
284,14200,-2.074491056833973,-1.1728701924958091
285,14250,-2.0704274809198155,-1.1762840060655901
286,14300,-2.0856574380977766,-1.2316512012840692
287,14350,-2.0901872282234395,-1.072717197238545
288,14400,-2.023603728280731,-1.081098576076624
289,14450,-2.0316124553156754,-1.1021668185311626
290,14500,-1.9203561375605003,-0.986882740322082
291,14550,-1.9229792448313412,-1.0347726611668182
292,14600,-1.9528187603907985,-1.2181491947492133
293,14650,-1.9540229573880148,-1.1710525977382882
294,14700,-1.9938405802009576,-1.101002645628045
295,14750,-1.941022220188974,-1.1366930042339491
296,14800,-1.8988215869584661,-1.1191705171885253
297,14850,-1.9242677603270875,-1.0512253026995235
298,14900,-1.9923850280754196,-1.097869494676564
299,14950,-1.9475396961838847,-1.1219280927880526
300,15000,-1.9110072488470178,-0.9613595789058513
301,15050,-1.9204311709949808,-1.0038021820412935
302,15100,-1.9686484880853634,-1.0850452752668496
303,15150,-1.9708808615183666,-0.9704657622177013
304,15200,-1.9743153541628078,-0.8734602913450861
305,15250,-1.9746157135434061,-1.064780026023393
306,15300,-1.97445062639774,-1.178149394467208
307,15350,-1.9241512822851434,-1.2487507317009123
308,15400,-2.0339307700130904,-1.177582201930518
309,15450,-2.030952305968111,-1.0342029662517904
310,15500,-1.9588328511353794,-1.0542857560651187
311,15550,-1.9895955469080602,-1.0955254186781593
312,15600,-1.9551357050965434,-1.1088804726844181
313,15650,-1.9461898566142468,-1.1742938539983194
314,15700,-1.9646366097549608,-1.2509204543865975
315,15750,-1.9709889637504314,-1.2493630953763353
316,15800,-1.9110099366347653,-1.2767798979207297
317,15850,-1.9069349477920188,-1.1697116558418714
318,15900,-1.8925292683743165,-1.2763882742447061
319,15950,-1.8872144812515415,-1.1331841079085163
320,16000,-1.8860456466772213,-1.1667612832716103
321,16050,-1.94001699267758,-1.071849622803441
322,16100,-1.9049615085727054,-1.1282746259833318
323,16150,-1.8789128960934693,-1.070991120605206
324,16200,-1.9104490171858877,-0.9547131124414145
325,16250,-1.9154615046231753,-0.9754068740168225
326,16300,-1.8595666627684526,-1.0123955109980243
327,16350,-1.8502896734860275,-1.0941196664801154
328,16400,-1.8681958722800465,-1.1209333209690036
329,16450,-1.8681030268467285,-1.184323930794282
330,16500,-1.9152882220031997,-1.1062993286627087
331,16550,-1.9375191283317899,-1.1733873373770125
332,16600,-1.971586103297161,-1.0302842805563592
333,16650,-1.9484564996028764,-1.0529284879814973
334,16700,-1.9698119941238676,-1.0164600958407521
335,16750,-1.9822863836725577,-0.9417587439117971
336,16800,-1.9565629426494078,-0.9814652563323348
337,16850,-1.9659579749508918,-0.9409117534659407
338,16900,-1.9262687781203112,-0.8882780335248049
339,16950,-1.9341845002284526,-0.9973640545016232
340,17000,-1.9756833135304186,-1.0204017515464165
341,17050,-1.9140331606023286,-1.0148987561909881
342,17100,-1.9038083175854053,-1.027954551612791
343,17150,-1.9017881742140856,-0.8803563554925699
344,17200,-1.8914311030270472,-0.9575053149684578
345,17250,-1.8703501103734208,-0.9084935048516292
346,17300,-1.8446338067625319,-1.0007164636425008
347,17350,-1.8464969075763227,-1.1201455092457013
348,17400,-1.8490191983570132,-1.116227135558288
349,17450,-1.8696170520670692,-1.1130804128598861
350,17500,-1.8213389620851033,-1.1439102978131808
351,17550,-1.8042184679939788,-1.127208490555
352,17600,-1.8105073063617534,-1.0875969099171328
353,17650,-1.81657670416106,-1.0709150311054754
354,17700,-1.882369465173443,-1.0015940284335392
355,17750,-1.9071711450383086,-1.0658202390242355
356,17800,-1.8936646101117514,-0.9533361087807554
357,17850,-1.8760305131706974,-0.9218650731298887
358,17900,-1.9047594746851477,-0.8978055782412516
359,17950,-1.8629476453950127,-0.9168038231622674
360,18000,-1.8269371995974275,-0.9128147040034595
361,18050,-1.8814422920761311,-0.8849110371959975
362,18100,-1.8620672483671932,-0.9111577942739902
363,18150,-1.8525149884685126,-0.9642433440034545
364,18200,-1.860298671358984,-0.8987573053465224
365,18250,-1.8699630215410359,-0.8774850756558411
366,18300,-1.8289560061656718,-0.9684946299478644
367,18350,-1.8289616706788239,-0.8622333646825419
368,18400,-1.854765871544072,-0.7955016985901066
369,18450,-1.7585027830496822,-0.7678092552890413
370,18500,-1.7844868791838608,-0.8475499207252893
371,18550,-1.8040125124910622,-1.0374545780048534
372,18600,-1.847576849915249,-0.9135870125076552
373,18650,-1.8057193195273553,-0.8710711161376855
374,18700,-1.8609702780539534,-0.8451976963658314
375,18750,-1.911297928446472,-0.8046342074210392
376,18800,-1.8795728350605143,-0.8282676245346337
377,18850,-1.9969924100955017,-0.8572317497419004
378,18900,-1.9317591371147977,-0.8413707381844217
379,18950,-1.886216686880069,-0.841058837744986
380,19000,-1.9364121360386173,-0.822922806575073
381,19050,-1.9185185673196108,-0.9049895066419994
382,19100,-1.9392075432118003,-0.8939920821104542
383,19150,-1.9454355848158182,-0.9474213395083928
384,19200,-1.9145908651053485,-0.7404113058257252
385,19250,-1.9676072582215554,-0.7523028887960597
386,19300,-1.9452699273694454,-0.7663154618487555
387,19350,-1.9262141273124735,-0.7788403496766115
388,19400,-1.9282254923428002,-0.9347939540341874
389,19450,-1.925527240274139,-0.9621384484361064
390,19500,-1.899413058989799,-0.9026774533691377
391,19550,-1.9490675586729638,-0.887209070276872
392,19600,-1.929004462196551,-1.077161591903931
393,19650,-1.925363643257614,-1.0147315903693015
394,19700,-1.8988075270934919,-0.9648805575116858
395,19750,-1.9463207565134095,-1.081907567777184
396,19800,-1.992494237274104,-1.0491389041961874
397,19850,-1.8921800581874941,-1.1892860189344423
398,19900,-1.897238363859009,-1.1558490528000895
399,19950,-1.8664933270427682,-1.1254462561563086
400,20000,-1.8106227461920024,-0.9976394582592418
401,20050,-1.8363843535999893,-1.0754039170196186
402,20100,-1.7921431615666172,-0.901332716052324
403,20150,-1.8141492293159913,-0.8084324600716377
404,20200,-1.7912788966978979,-0.6467619033846
405,20250,-1.80031653934464,-0.7710032987644196
406,20300,-1.814055632713186,-0.9770567689404657
407,20350,-1.8414423530510815,-0.8745894925572978
408,20400,-1.875028831476338,-0.6865511050328988
409,20450,-1.826742191457507,-0.6029867656824889
410,20500,-1.8349001194976466,-0.5863526083615076
411,20550,-1.7951111957319656,-0.5732678964645408
412,20600,-1.788705439800028,-0.557449189141583
413,20650,-1.8533860821327979,-0.5158844764043701
414,20700,-1.8545489598574825,-0.5855397141822842
415,20750,-1.8330750816291301,-0.5398054026370186
416,20800,-1.8126270790729555,-0.5455187608128066
417,20850,-1.7939073265556171,-0.5274572080012926
418,20900,-1.7552298718026447,-0.47064885564243353
419,20950,-1.6920720279744235,-0.48593417976370556
420,21000,-1.6526372068382256,-0.45345765105246494
421,21050,-1.733297564735813,-0.5247625172174029
422,21100,-1.7185067036779758,-0.5511649397546149
423,21150,-1.7236946339540418,-0.5640582602988118
424,21200,-1.744769829482136,-0.538429774459572
425,21250,-1.759781999996746,-0.5487084655437098
426,21300,-1.796830129657721,-0.5398932354118067
427,21350,-1.7796650791750706,-0.6633580506227648
428,21400,-1.7720059690901382,-0.5492408967028105
429,21450,-1.7225582142593234,-0.5610113097181152
430,21500,-1.7412298235546504,-0.49301441237552546
431,21550,-1.7170733448464015,-0.5069145359545582
432,21600,-1.7347966981960818,-0.5082254378647765
433,21650,-1.7304090714223825,-0.4517106223432671
434,21700,-1.731215126293841,-0.37594961154767326
435,21750,-1.690861131014893,-0.47989930974732625
436,21800,-1.7326487954259886,-0.523912992752057
437,21850,-1.7775382699591487,-0.5453492560398386
438,21900,-1.7612555029177732,-0.5468372002003945
439,21950,-1.7118277728778466,-0.5342333528464757
440,22000,-1.6128884846917453,-0.4287631323542164
441,22050,-1.6071454107410492,-0.4022097566631866
442,22100,-1.5961292421500701,-0.4351724628393484
443,22150,-1.6574400932271787,-0.49685955577083757
444,22200,-1.641475453001512,-0.5699108623912676
445,22250,-1.6881339341222115,-0.6716538146626382
446,22300,-1.6984359323384075,-0.7172996180757703
447,22350,-1.7579985000404927,-0.6746503140988794
448,22400,-1.7494549711608716,-0.7932220039843592
449,22450,-1.7880438409311525,-0.8396299359333952
450,22500,-1.7807517427798114,-0.7929058113506138
451,22550,-1.7654694220012261,-0.7421644179896256
452,22600,-1.7847469141665777,-0.6746032729268272
453,22650,-1.7637871133700456,-0.7928477221101943
454,22700,-1.7435518211097798,-0.7917040504175099
455,22750,-1.7732946783955568,-0.7042666970300466
456,22800,-1.7507233956728756,-0.7577224022880316
457,22850,-1.7070546129969066,-0.8190971245288599
458,22900,-1.755315660525833,-0.7611706847422055
459,22950,-1.7668684974539763,-0.7454478210864987
460,23000,-1.783987503738899,-0.6834016991092903
461,23050,-1.8054028770519945,-0.7096623151596955
462,23100,-1.7807416203233601,-0.6692606335251392
463,23150,-1.7854660109718956,-0.6560112398582414
464,23200,-1.764148320001465,-0.6164718586810549
465,23250,-1.7227605658186889,-0.6494848247696186
466,23300,-1.751306184931079,-0.5840825434719193
467,23350,-1.7679008581516107,-0.49340903343494213
468,23400,-1.7250586739193459,-0.44615598770649917
469,23450,-1.676130850577516,-0.40293616465869614
470,23500,-1.6979773884240552,-0.42088706279922217
471,23550,-1.6802697274862264,-0.4027762953960963
472,23600,-1.700548156365575,-0.4283955304375804
473,23650,-1.6673443221730384,-0.36650808835983323
474,23700,-1.6294006570700712,-0.44524411785521806
475,23750,-1.6156149830977762,-0.4387669032350749
476,23800,-1.6557715606501942,-0.35962713943511004
477,23850,-1.666452305338745,-0.4053325404387154
478,23900,-1.6137826252668372,-0.3728656434684218
479,23950,-1.6687021327946798,-0.22952573096337633
480,24000,-1.6686362687776866,-0.3386510668906357
481,24050,-1.6751166877571702,-0.48256814170468776
482,24100,-1.6550227516238754,-0.38724135293075274
483,24150,-1.6650054905335452,-0.4365401132339793
484,24200,-1.6450519478652812,-0.42450438049126654
485,24250,-1.6335845528121067,-0.4992494321377173
486,24300,-1.635748338386951,-0.48282538250881973
487,24350,-1.6356380368653334,-0.4247546043484277
488,24400,-1.5946184890588786,-0.46397765060187884
489,24450,-1.615146175118199,-0.35263838759617155
490,24500,-1.6431095280261239,-0.3300148713362274
491,24550,-1.6512147757595803,-0.29477720210222286
492,24600,-1.6380066293768658,-0.3305974331950445
493,24650,-1.6348179555280413,-0.3383608505604122
494,24700,-1.5599727172002351,-0.40073712892162905
495,24750,-1.6544855000616077,-0.36077550853936796
496,24800,-1.6637571586034103,-0.36391752780132763
497,24850,-1.6935566076233424,-0.37721758204118566
498,24900,-1.6941346872064595,-0.512658090775049
499,24950,-1.6454187618360414,-0.3980154291195094
500,25000,-1.621588660045115,-0.33290607837476377
501,25050,-1.5518523590568294,-0.3575799528093814
502,25100,-1.6077023200061176,-0.3827490530354138
503,25150,-1.5194274183490575,-0.48271403975596394
504,25200,-1.5588164505088407,-0.5042417711659063
505,25250,-1.5582255086618464,-0.35432804142071406
506,25300,-1.5048511302104137,-0.3452667559130375
507,25350,-1.5213373435893722,-0.40442155288698256
508,25400,-1.4849702987710163,-0.40050564315449516
509,25450,-1.4788740552312858,-0.39905339486762653
510,25500,-1.5092949212702205,-0.4184080507068216
511,25550,-1.5177502141324228,-0.34032801116531786
512,25600,-1.4850907041568657,-0.26224496017392945
513,25650,-1.5228379616431733,-0.2575369872243146
514,25700,-1.4826814365684122,-0.21125103174023258
515,25750,-1.4988653724741838,-0.3603735383750283
516,25800,-1.5320197221269491,-0.28028473370731544
517,25850,-1.5078615257805688,-0.30726084102168255
518,25900,-1.4970724704427372,-0.25782612699764584
519,25950,-1.5125814755429225,-0.18860191742634244
520,26000,-1.4956878336414001,-0.09803700912556748
521,26050,-1.5535928414381686,-0.08977145986042247
522,26100,-1.4879108514796253,-0.11780765790634835
523,26150,-1.4638231089031546,-0.1318914301066199
524,26200,-1.4910179389164877,-0.10928173148665367
525,26250,-1.4493991823301267,-0.1791792241173318
526,26300,-1.4787631601202427,-0.23484554048276887
527,26350,-1.5213738322304786,-0.1852860041156572
528,26400,-1.5425594121995787,-0.23256484157737778
529,26450,-1.5164526445527657,-0.12433871289833882
530,26500,-1.5076149810645636,-0.17934155080047628
531,26550,-1.5450037616173504,-0.26829693474705246
532,26600,-1.5419702010605283,-0.14165607138456127
533,26650,-1.5526544386636312,-0.20587655984707545
534,26700,-1.5698056945078058,-0.1287381266825121
535,26750,-1.519796011191178,-0.14952801490686948
536,26800,-1.5000069038190311,-0.14405762801938962
537,26850,-1.4819148374862505,-0.12932646145759666
538,26900,-1.5214846158461695,-0.13839909322187766
539,26950,-1.4555013868368085,-0.07241002029314604
540,27000,-1.4822402831772927,-0.11460079561767446
541,27050,-1.5032598851324954,-0.08303340424005218
542,27100,-1.5333668017609305,-0.03200721860468344
543,27150,-1.4982619691196943,-0.012379325912342837
544,27200,-1.483134213311177,-0.04531551146263946
545,27250,-1.5558215636943284,-0.07858907156839648
546,27300,-1.4618574752167448,-0.19461101936694108
547,27350,-1.5462306372188004,-0.24483843303830716
548,27400,-1.530401653486071,-0.15508238053480547
549,27450,-1.4698843656590876,-0.08120230708472541
550,27500,-1.4741865544813049,-0.10250818580932079
551,27550,-1.4306534773503945,-0.09207980169214783
552,27600,-1.4168943012596982,-0.05248187482386571
553,27650,-1.3810920332371015,-0.0007533800689956
554,27700,-1.3976503836425618,0.03772364440573547
555,27750,-1.4085540292139618,0.01010941229804905
556,27800,-1.4357097556210385,-0.0301015326716787
557,27850,-1.4360711784510674,-0.0072259269548751994
558,27900,-1.419406504996304,0.02653525543027837
559,27950,-1.3565632216785135,-0.09942354629106527
560,28000,-1.3597821732913689,-0.05724191589720494
561,28050,-1.3811779140007203,-0.17957877484769466
562,28100,-1.3993332975510426,-0.18244292370113957
563,28150,-1.408715536241631,-0.1946556145455447
564,28200,-1.4076626574364706,-0.07299778499930618
565,28250,-1.4561402375124979,-0.22999548694849287
566,28300,-1.402813604857813,-0.18828585041327758
567,28350,-1.4582469976978354,-0.2418599980045788
568,28400,-1.4232124876077479,-0.1944368147723457
569,28450,-1.4421866112074744,-0.09001420557302077
